stable_id,unit_semantics,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,independent_reference_component_ids,independent_reference_component_count,independent_reference_score_cells,current_image_view_support,mvs_support_cells,c4_support_cells,c5_prior_available_by_stable_id,c5_input_alignment_ready,u_target,e_paired,execution_tile_id,spatial_group_id,split,held_out_accessed,exclusion_reason
DEBY_LOD2_4908052,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690827.218,5336254.088,690841.700,5336280.344,,0,0,57,0,0,true,true,true,false,TILE_000_008,GROUP_037cfde4b9a06b58,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT
DEBY_LOD2_4908053,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690836.540,5336278.364,690844.053,5336286.482,,0,0,54,0,0,true,true,true,false,TILE_000_008,GROUP_037cfde4b9a06b58,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT
DEBY_LOD2_4908054,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690838.903,5336284.501,690846.242,5336292.162,,0,0,55,0,18,true,true,true,false,TILE_001_008,GROUP_fc729eee422ba598,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4908059,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690778.010,5336329.410,690792.410,5336340.360,,0,0,48,0,7,true,true,true,false,TILE_000_009,GROUP_7805fa2316d2e6ac,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4908157,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690810.697,5336135.545,690828.420,5336150.745,,0,0,93,0,117,true,true,true,false,TILE_000_005,GROUP_681774d532569646,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4908158,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690804.482,5336154.126,690832.884,5336170.379,,0,0,77,0,155,true,true,true,false,TILE_000_005,GROUP_681774d532569646,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4908159,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690822.895,5336147.992,690830.672,5336156.124,,0,0,82,0,53,true,true,true,false,TILE_000_005,GROUP_681774d532569646,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4908160,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690813.077,5336204.630,690816.532,5336209.218,,0,0,57,0,0,true,true,true,false,TILE_000_006,GROUP_8e9afbc719710e1a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT
DEBY_LOD2_4908161,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690802.171,5336165.470,690833.095,5336206.510,,0,0,70,108,211,true,true,true,false,TILE_000_006,GROUP_8e9afbc719710e1a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908162,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690828.447,5336182.700,690843.070,5336197.194,,0,0,67,0,31,true,true,true,false,TILE_000_006,GROUP_8e9afbc719710e1a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4908163,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690832.149,5336195.064,690841.130,5336206.178,,0,0,60,35,20,true,true,true,false,TILE_000_006,GROUP_8e9afbc719710e1a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908164,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690835.915,5336188.177,690844.606,5336195.064,,0,0,63,0,0,true,true,true,false,TILE_000_006,GROUP_8e9afbc719710e1a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT
DEBY_LOD2_4908165,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690854.695,5336196.992,690859.591,5336200.440,,0,0,70,9,15,true,true,true,false,TILE_001_006,GROUP_681774d532569646,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908166,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690861.513,5336183.828,690868.595,5336190.859,,0,0,85,40,3,true,true,true,false,TILE_001_006,GROUP_681774d532569646,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_C4_SUPPORT
DEBY_LOD2_4908167,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690866.492,5336181.846,690873.897,5336189.434,,0,0,88,10,1,true,true,true,false,TILE_001_006,GROUP_681774d532569646,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_C4_SUPPORT
DEBY_LOD2_4908168,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690836.720,5336108.870,690843.770,5336116.120,,0,0,112,35,37,true,true,true,false,TILE_000_004,GROUP_9c6a5205358a819b,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908169,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690834.556,5336104.800,690839.773,5336110.634,,0,0,111,8,10,true,true,true,false,TILE_000_004,GROUP_9c6a5205358a819b,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908170,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690792.124,5336123.262,690806.646,5336133.141,,0,0,86,0,90,true,true,true,false,TILE_000_005,GROUP_681774d532569646,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4908172,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690786.482,5336120.418,690794.105,5336134.225,,0,0,77,0,16,true,true,true,false,TILE_000_005,GROUP_681774d532569646,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4908176,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690806.100,5336056.420,690814.180,5336063.860,,0,0,104,46,26,true,true,true,false,TILE_000_003,GROUP_b5fd5e5ac3283159,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908178,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690794.760,5336032.930,690807.650,5336048.060,,0,0,117,81,144,true,true,true,false,TILE_000_003,GROUP_b5fd5e5ac3283159,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908179,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690774.840,5336044.130,690795.840,5336057.150,,0,0,93,0,63,true,true,true,false,TILE_000_003,GROUP_b5fd5e5ac3283159,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4908351,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690806.282,5335919.796,690819.980,5335928.351,,0,0,90,13,117,true,true,true,false,TILE_000_001,GROUP_734f9ba9525ff85a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908352,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690818.484,5335917.197,690827.097,5335923.528,,0,0,84,53,51,true,true,true,false,TILE_000_001,GROUP_734f9ba9525ff85a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908353,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690835.060,5335910.130,690849.360,5335928.810,,0,0,122,243,236,true,true,true,false,TILE_001_001,GROUP_3f09cafd44fd9f88,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4908354,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690843.210,5335908.550,690849.770,5335916.290,,0,0,99,68,53,true,true,true,false,TILE_001_000,GROUP_2a900d949560403f,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959314,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691140.040,5336148.660,691188.310,5336197.720,,0,0,92,428,314,true,true,true,false,TILE_007_006,GROUP_a47a79580ecbedd1,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959320,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691071.570,5335924.800,691230.160,5336026.090,,0,0,125,357,2602,true,true,true,false,TILE_006_002,GROUP_203636a4e692ac63,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959322,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691040.130,5336116.990,691070.480,5336140.510,,0,0,234,588,508,true,true,true,false,TILE_005_005,GROUP_26006052fb871a00,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959323,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691042.680,5336062.490,691088.730,5336131.180,,0,0,283,2513,1971,true,true,true,false,TILE_005_004,GROUP_dedbbd5783aebd2a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959324,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691036.120,5336070.110,691048.080,5336077.870,,0,0,228,97,87,true,true,true,false,TILE_005_004,GROUP_dedbbd5783aebd2a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959325,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691060.290,5336228.550,691097.420,5336265.730,,0,0,127,1138,855,true,true,true,false,TILE_005_007,GROUP_eba40d31712d7d91,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959326,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691067.690,5336145.250,691118.080,5336220.920,,0,0,183,2546,2131,true,true,true,false,TILE_006_006,GROUP_5f397a48cbb9dde9,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959327,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691055.130,5336286.780,691086.740,5336318.210,,0,0,103,895,539,true,true,true,false,TILE_005_008,GROUP_32a743e7f900e7ae,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959336,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691106.620,5336309.350,691147.850,5336336.170,,0,0,75,897,831,true,true,true,false,TILE_006_009,GROUP_9b53e19602044932,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959340,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691134.233,5336267.125,691157.169,5336302.108,,0,0,77,587,432,true,true,true,false,TILE_007_008,GROUP_88691fa0895cbf40,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959457,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691009.160,5335994.570,691054.070,5336047.410,,0,0,269,1990,1668,true,true,true,false,TILE_004_003,GROUP_ca1040234a79aaa8,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959458,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691000.960,5336127.140,691045.400,5336155.890,,0,0,291,1074,863,true,true,true,false,TILE_004_005,GROUP_7c1ba98fcf7460dd,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959459,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691017.450,5336096.020,691040.130,5336131.240,,0,0,286,654,476,true,true,true,false,TILE_004_004,GROUP_537182725274f866,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959460,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690963.520,5336140.510,691075.030,5336248.470,,0,0,399,8842,6740,true,true,true,false,TILE_004_006,GROUP_6bb1f2f410256c5b,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959461,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691016.050,5336244.330,691055.870,5336282.570,,0,0,132,1311,936,true,true,true,false,TILE_004_007,GROUP_660281d563f14018,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959463,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691027.763,5336316.353,691037.039,5336328.794,,0,0,81,128,77,true,true,true,false,TILE_004_009,GROUP_453e8e648a38a3b6,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959464,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691024.289,5336301.362,691047.660,5336318.104,,0,0,96,379,257,true,true,true,false,TILE_004_008,GROUP_39f5da2969890937,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959465,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691015.940,5336348.570,691041.530,5336368.680,,0,0,66,153,130,true,true,true,false,TILE_004_009,GROUP_453e8e648a38a3b6,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959753,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691047.181,5336314.743,691056.915,5336323.262,,0,0,81,97,56,true,true,true,false,TILE_005_009,GROUP_03be68f110a2a800,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959758,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691131.359,5336344.532,691151.963,5336358.602,,0,0,51,97,151,true,true,true,false,TILE_006_009,GROUP_9b53e19602044932,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959759,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691150.102,5336340.460,691163.196,5336349.033,,0,0,51,15,27,true,true,true,false,TILE_007_009,GROUP_da6cc99dfda511b7,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4959793,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691038.570,5336097.420,691055.410,5336117.320,,0,0,241,282,193,true,true,true,false,TILE_005_004,GROUP_dedbbd5783aebd2a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_60042,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690876.700,5336096.010,691006.100,5336191.760,UASREF_0ecbec5e048f8a0523f7,1,312,496,9761,6604,true,true,true,true,TILE_002_005,GROUP_ccf535781f75c1c0,development,false,
DEBY_LOD2_60097,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690861.331,5336193.799,690878.077,5336209.836,,0,0,97,90,242,true,true,true,false,TILE_001_006,GROUP_681774d532569646,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_60098,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690809.546,5336093.763,690828.159,5336111.098,,0,0,112,118,285,true,true,true,false,TILE_000_004,GROUP_9c6a5205358a819b,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_60109,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690729.070,5335934.090,690796.680,5335984.000,,0,0,122,67,26,true,true,true,false,TILE_000_001,GROUP_734f9ba9525ff85a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_8568391,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690786.390,5336021.420,690797.850,5336030.050,,0,0,109,11,62,true,true,true,false,TILE_000_003,GROUP_b5fd5e5ac3283159,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_8568392,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690792.831,5336019.202,690795.951,5336022.267,,0,0,103,10,15,true,true,true,false,TILE_000_003,GROUP_b5fd5e5ac3283159,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_8568403,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690834.527,5335920.207,690840.783,5335929.722,,0,0,111,47,57,true,true,true,false,TILE_000_001,GROUP_734f9ba9525ff85a,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_8573617,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690796.393,5336345.022,690803.307,5336354.053,,0,0,48,0,30,true,true,true,false,TILE_000_009,GROUP_7805fa2316d2e6ac,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_8573847,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691141.300,5336297.870,691172.350,5336340.460,,0,0,66,420,418,true,true,true,false,TILE_007_009,GROUP_da6cc99dfda511b7,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_8573848,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691034.660,5336320.730,691115.520,5336367.170,,0,0,94,1904,1660,true,true,true,false,TILE_005_009,GROUP_03be68f110a2a800,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_8573849,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691090.770,5336267.960,691137.180,5336322.610,,0,0,95,2152,1167,true,true,true,false,TILE_006_008,GROUP_bf7c45313ca8512b,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
